descriptions,height,images,links,texts,titles,types,url,width
"deluxe,gb,reviews,to,our,unbiased,with,extreme,product,mb,com,users,performance,rating,at,rescue,consumer,app,uhs,helpful,sd,customer,read,adapter,up,from,and,honest,find,sandisk,ratings,microsdxc,memory,for,review,card,class,pro",5182.12,21,261,357,"deluxe,gb,reviews,to,with,extreme,mb,performance,rescue,app,uhs,sd,customer,uk,adapter,up,co,sandisk,microsdxc,memory,card,class,pro",,https://www.amazon.co.uk/product-reviews/B07FCR3316/ref=pd_sbs_147_cr_5/259-3956818-6697345?ie=UTF8&pd_rd_i=B07FCR3316&pd_rd_r=a4fe4dee-a1b6-11e9-926f-9ff78f286e92&pd_rd_w=DwY7U&pd_rd_wg=5fVcl&pf_rd_p=18edf98b-139a-41ee-bb40-d725dd59d1d3&pf_rd_r=BNPVJ1K0E6HQ64NCE02R&refRID=BNPVJ1K0E6HQ64NCE02R,1903
,326,1,17,74,"com,action,confirm,your,please",,https://www.amazon.co.uk/gp/item-dispatch/ref=psdc_1345826031_a5_B073JYC4XM?ie=UTF8&itemCount=1&nodeID=340831031&offeringID.1=hrqsmFw8wqx0aBTHlPafpdRjuBvailmw3cC4puRkd%252BUcl45O%252BJAsqna%252BaJuVl6qQTD5XhkNuh6OhiHVIi9acbkJYd%252BYj7Pmpc0O9jUTkxcE%253D&storeID=computers&session-id=259-3956818-6697345&submit.addToCart=addToCart&signInToHUC=0,1904
"gb,accessories,shop,to,with,the,mb,performance,at,pc,app,sdsquar,store,computers,class,sd,uk,adapter,up,co,sandisk,ultra,microsdxc,memory,for,card,products",12056,75,417,717,"gb,accessories,to,with,mb,performance,app,computers,sd,uk,adapter,up,co,sandisk,ultra,microsdxc,memory,card,class",,https://www.amazon.co.uk/SanDisk-microSDXC-Memory-Adapter-Performance/dp/B073JYC4XM?pf_rd_p=27142b4f-db58-5cb8-a43f-0ef77691b9a2&pf_rd_r=M9PC5WCHZXB07TFC2XM7&pd_rd_wg=snbFo&ref_=pd_gw_ri&pd_rd_w=9tts8&pd_rd_r=68d8f6a2-1069-4873-99ca-0e0c3e7a35d6#HLCXComparisonWidget_feature_div,1903
"sd,uk,best,most,sellers,cards,popular,items,micro,in,the,co",5245.12,57,334,440,"sd,uk,best,most,sellers,cards,popular,items,micro,in,the,co",,https://www.amazon.co.uk/gp/bestsellers/electronics/1345826031/ref=pd_zg_hrsr_electronics,1903
"gb,reviews,to,our,unbiased,with,product,mb,com,users,performance,rating,at,consumer,app,helpful,sd,customer,read,adapter,up,from,and,honest,find,sandisk,ratings,ultra,microsdxc,memory,for,review,card,class",5274.12,19,542,356,"gb,reviews,to,with,mb,performance,app,sd,customer,uk,adapter,up,co,sandisk,ultra,microsdxc,memory,card,class",,https://www.amazon.co.uk/SanDisk-microSDXC-Memory-Adapter-Performance/product-reviews/B073JYC4XM/ref=cm_cr_dp_d_hist_4?ie=UTF8&filterByStar=four_star&reviewerType=all_reviews#reviews-filter-bar,1903
,611.717,0,12,11,"sign,in",,https://www.amazon.co.uk/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.co.uk%2Fdp%2FB073JYC4XM%2Fref%3Dcm_cr_dp_d_vote_lft%3Fie%3DUTF8%26voteInstanceId%3DR37XGRP498PGFN%26voteValue%3D1%26csrfT%3DghCgdC60%252B0W8k1n3jC72NwWyeAoXHwlue72u004AAAABAAAAAF0jmX9yYXcAAAAA%252B4kUEk%252F7iMGR3xPcX6iU%23R37XGRP498PGFN&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=gbflex&openid.mode=checkid_setup&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0,1920
"prime,orders,switch,sd,eligible,uk,delivery,for,on,members,buy,card,day,next,free,co",4141.92,16,163,357,"switch,sd,uk,card,co",,https://www.amazon.co.uk/slp/switch-sd-card/48envx3nntrzn4r?_encoding=UTF8&ref_=fs_blw_d_clp_3,1903
"slip,marks,maxi,spencer,front,from,dress,buy,range,and,ruched,the",4582.6,4,813,311,"slip,maxi,front,collection,dress,ruched",website,https://www.marksandspencer.com/ruched-front-slip-maxi-dress/p/p60187396?image=SD_01_T42_9419_F9_X_EC_90&prevPage=plp&color=FLAME&intid=plpnav_swatch,1903
"midi,marks,cotton,spencer,pure,from,shirt,floral,buy,dress,and,range,print,the",4709.6,1,812,287,"midi,cotton,collection,pure,shirt,floral,dress,print",website,https://www.marksandspencer.com/pure-cotton-floral-print-shirt-midi-dress/p/p60226380?image=SD_01_T42_2104C_KQ_X_EC_90&color=MINTMIX&prevPage=plp,1903
"elegant,conservatory,shop,including,in,our,rattan,the,contemporary,collection,at,trends,free,store,browse,latest,order,collect,through,online,furniture,designs",1658.98,5,847,132,"furniture,conservatory,contemporary",,https://www.marksandspencer.com/l/furniture/garden-and-conservatory/conservatory-furniture/contemporary-n-1z13so8,1903
"elegant,conservatory,shop,green,including,in,our,rattan,the,collection,at,trends,free,store,browse,latest,order,collect,through,online,furniture,designs",1658.98,16,868,157,"green,furniture,conservatory",,https://www.marksandspencer.com/l/furniture/garden-and-conservatory/conservatory-furniture/green-n-1z13zta,1903
"of,find,today,department,online,bras,sale,from,at,shop,wide,more,range,our,and,products,the",2049.48,6,622,151,"sale,size,bra,bras",,https://www.debenhams.com/webapp/wcs/stores/servlet/Navigate?storeId=10701&langId=-1&catalogId=10001&lid=%2F%2Fproductsuniverse%2Fen_GB%2Fproduct_online%3DY%2Finsearch%3D1%2Fcategories%3C%7Bproductsuniverse_d1_sale%7D%2Fcategories%3C%7Bproductsuniverse_d1_sale_153156%7D%2Fcategories%3C%7Bproductsuniverse_d1_sale_153156_3074457345617166818%7D%2Fbra_size%3E%7B30g%7D,1903
,1006,0,0,1,,,https://www.debenhams.com/webapp/wcs/stores/servlet/Navigate?storeId=10701&langId=-1&catalogId=10001&lid=%2F%2Fproductsuniverse%2Fen_GB%2Fproduct_online%3DY%2Finsearch%3D1%2Fcategories%3C%7Bproductsuniverse_d1_sale%7D%2Fcategories%3C%7Bproductsuniverse_d1_sale_153156%7D%2Fcategories%3C%7Bproductsuniverse_d1_sale_153156_3074457345617166818%7D%2Fbra_size%3E%7B34f%7D,1920
"of,find,today,department,online,bras,sale,from,at,shop,wide,more,range,our,and,products,the",7659.68,21,721,357,"sale,size,bra,bras",,https://www.debenhams.com/webapp/wcs/stores/servlet/Navigate?storeId=10701&langId=-1&catalogId=10001&lid=%2F%2Fproductsuniverse%2Fen_GB%2Fproduct_online%3DY%2Finsearch%3D1%2Fcategories%3C%7Bproductsuniverse_d1_sale%7D%2Fcategories%3C%7Bproductsuniverse_d1_sale_153156%7D%2Fcategories%3C%7Bproductsuniverse_d1_sale_153156_3074457345617166818%7D%2Fbra_size%3E%7B36e%7D,1903
"of,find,padded,today,department,online,bras,sale,from,at,shop,wide,more,range,our,and,products,the",12429.2,47,898,735,"padded,sale,bras",,https://www.debenhams.com/sale/lingerie/bras/padded-bras,1903
"midi,button,options,shop,including,cs,now,in,with,next,at,unlimited,print,free,ts,order,wednesday,payment,dress,multiple,and,down,day,apply,girl,spot,delivery",1006,17,474,74,"midi,button,wednesday,spot,dress,in,print,down,girl",product,https://www.asos.com/wednesdays-girl/wednesdays-girl-button-down-midi-dress-in-spot-print/prd/11636470?clr=red-spot&colourWayId=16367843&SearchQuery=&cid=16979,1903
"easy,maxi,options,return,exclusive,cs,in,now,with,the,so,at,petite,trends,free,pink,get,bridesmaid,latest,ts,tfnc,has,dress,been,and,apply,never,shopping,online,pleated,delivery,buy",1006,17,474,76,"maxi,tfnc,pleated,exclusive,dress,in,petite,pink,bridesmaid",product,https://www.asos.com/tfnc-petite/tfnc-petite-bridesmaid-exclusive-pleated-maxi-dress-in-pink/prd/11145456?clr=pink&colourWayId=16305375&SearchQuery=&cid=16979,1903
"options,shop,including,cs,in,now,next,with,at,unlimited,free,ts,order,payment,multiple,and,day,apply,black,sliders,design,delivery",1006,17,476,70,"in,design,black,sliders",product,https://www.asos.com/asos-design/asos-design-sliders-in-black/prd/10623500?clr=black&colourWayId=16280739&SearchQuery=&cid=13498,1903
"the,many,collection,at,on,items,water,free,great,get,deals,heaters,savings,prices,and,lowest,best,delivery,buy,boilers",16211.8,122,416,926,"heaters,sale,boilers,for,water","objects,ecommerce",https://www.ebay.co.uk/b/Water-Heaters-Boilers/185115/bn_2316668,1903
"air,the,many,heating,collection,at,on,items,free,great,get,deals,savings,prices,cooling,and,lowest,daewoo,best,delivery,buy",5875.93,65,286,468,"daewoo,heating,air,sale,for,cooling","objects,ecommerce",https://www.ebay.co.uk/b/Daewoo-Heating-Cooling-Air/69197/bn_97192198,1903
"air,the,many,heating,ariston,collection,at,on,items,free,great,get,deals,savings,prices,cooling,and,lowest,best,delivery,buy",5796.93,66,242,475,"heating,air,ariston,sale,for,cooling","objects,ecommerce",https://www.ebay.co.uk/b/Ariston-Heating-Cooling-Air/69197/bn_97192204,1903
"air,the,many,heating,collection,at,on,items,free,great,get,deals,savings,prices,cooling,and,lowest,best,delivery,buy",7148.93,77,289,565,"heating,air,sale,for,cooling","objects,ecommerce",https://www.ebay.co.uk/b/Heating-Cooling-Air/69197/bn_1839695?LH_BIN=1&rt=nc,1903
"options,tower,the,many,fine,elements,at,inch,free,great,get,deals,fan,prices,speed,and,find,online,best,delivery,for,products,new,used",1006,36,169,286,"fine,fan,online,elements,sale,tower,for,speed,inch","objects,item",https://www.ebay.co.uk/p/Fine-Elements-COL1258-32-inch-3-Speed-Tower-Fan/12032452208#UserReviews,1903
"options,elitech,the,many,heating,at,free,great,get,deals,temperature,prices,stc,cooling,and,find,online,best,thermostat,controller,delivery,for,products,new,used",1006,45,188,375,"online,heating,elitech,temperature,thermostat,sale,controller,for,cooling,stc,and","objects,item",https://www.ebay.co.uk/p/ELITECH-STC-1000-COOLING-AND-HEATING-THERMOSTAT-TEMPERATURE-CONTROLLER-220V/2254761854?iid=272449421127,1903
,563.017,1,6,14,"or,register,sign,in",,https://signin.ebay.co.uk/ws/eBayISAPI.dll?SignIn&UsingSSL=1&siteid=3&co_partnerId=2&pageType=2543903&ru=https%3A%2F%2Fwww.ebay.co.uk%2Fitm%2FDEHUMIDIFIER-12L-AIR-PURIFIER-DRY-MOISTURE-DAMP-HOME-BEDROOM-BATHROOM-KITCHEN-A%2F122678875958%3Fepid%3D5031194970%26hash%3Ditem1c903b1736%253Ag%253Ar8sAAOSwjKtcYoWy%26boolp%3D1%26_itm%3D122678875958&ru=https%3A%2F%2Fwww.ebay.co.uk%2Fitm%2FDEHUMIDIFIER-12L-AIR-PURIFIER-DRY-MOISTURE-DAMP-HOME-BEDROOM-BATHROOM-KITCHEN-A%2F122678875958%3Fepid%3D5031194970%26hash%3Ditem1c903b1736%253Ag%253Ar8sAAOSwjKtcYoWy%26boolp%3D1,1903
"air,the,many,heating,collection,at,on,items,free,great,get,deals,savings,prices,cooling,and,lowest,best,delivery,buy",13559.4,56,259,640,"heating,air,sale,for,cooling","objects,ecommerce",https://www.ebay.co.uk/b/Heating-Cooling-Air/69197/bn_1839695?rt=nc&LH_AS=1,1903
"orders,john,partners,over,electricals,lewis,shop,from,at,delivery,for,on,our,range,gadgets,free",5790,58,803,1027,"john,latest,partners,lewis,cool,gadgets",,https://www.johnlewis.com/browse/electricals/gadgets/_/N-7e3i#skip-to-content,1903
"orders,john,partners,over,electricals,lewis,shop,from,at,delivery,for,on,our,range,gadgets,free",2623.5,36,702,853,"partners,john,lewis,green,gadgets",,https://www.johnlewis.com/browse/electricals/gadgets/green/_/N-7e3iZ1z141f5,1903
"dual,ac,gb,further,your,boost,wifi,one,en,into,plug,port,signal,ethernet,plugs,ghz,band,spare,socket",2270.05,37,1018,200,"dual,ac,extender,bt,delivery,at,wifi,buy,range,band,free",product,https://www.currys.co.uk/gbuk/computing-accessories/networking/wifi-range-extenders/bt-11ac-wifi-range-extender-ac-1200-dual-band-10124035-pdt.html,1903
"signal,single,ethernet,spare,en,plugs,gb,ghz,port,into,further,your,boost,wifi,band,socket,plug,one",1847.12,29,1026,261,"single,repeater,devolo,extender,delivery,at,wifi,buy,range,band,free",product,https://www.currys.co.uk/gbuk/computing-accessories/networking/wifi-range-extenders/devolo-repeater-wifi-range-extender-n300-single-band-10107537-pdt.html,1903
"john,silver,bag,our,orders,cross,partners,at,on,changing,free,wave,over,from,bags,range,granite,lewis,delivery,buy",4719.63,38,707,851,"granite,cross,john,partners,lewis,at,silver,bag,changing,wave",product,https://www.johnlewis.com/silver-cross-wave-changing-bag/granite/p3264872,1903
"john,silver,our,midnight,orders,cross,partners,at,on,free,wave,carrycot,over,carrycots,from,range,lewis,delivery,buy",4896.18,42,703,858,"carrycot,cross,john,partners,lewis,at,silver,midnight,wave",product,https://www.johnlewis.com/silver-cross-wave-carrycot-midnight/p3246103,1903
"options,shop,including,cs,now,with,next,at,unlimited,free,kisses,soul,ts,order,brave,payment,multiple,and,day,apply,set,pyjama,delivery,short",1006,17,473,73,"pyjama,soul,brave,short,set,kisses",product,https://www.asos.com/brave-soul/brave-soul-kisses-short-pyjama-set/prd/12672379?clr=red-white&colourWayId=16424296&SearchQuery=&cid=27410,1903
"orders,john,partners,over,lewis,shop,from,women,dresses,for,at,delivery,on,range,our,free",18845.5,60,1003,1432,"offers,john,partners,lewis,women,dresses,all",,https://www.johnlewis.com/browse/women/womens-dresses/all-offers/_/N-flwZ1yzvw1q#skip-to-footer,1903
"orders,john,partners,over,lewis,shop,from,women,dresses,for,at,delivery,on,range,our,free",4059.33,48,835,1094,"offers,john,partners,lewis,women,dresses,all",,https://www.johnlewis.com/browse/women/womens-dresses/all-offers/size=12l/_/N-flwZ1yzvw1qZ1z13xpp,1903
"orders,john,partners,over,lewis,shop,from,women,dresses,for,at,delivery,on,range,our,free",2752.5,21,755,953,"offers,john,partners,lewis,women,dresses,all",,https://www.johnlewis.com/browse/women/womens-dresses/all-offers/size=18s/_/N-flwZ1yzvw1qZ1z13yen,1903
"orders,john,partners,over,lewis,shop,from,women,dresses,for,at,delivery,on,range,our,free",11691.5,80,953,1312,"offers,john,partners,lewis,women,dresses,all",,https://www.johnlewis.com/browse/women/womens-dresses/gina-bacconi/all-offers/_/N-flwZ1z13pdfZ1yzvw1q,1903
"orders,john,partners,over,lewis,shop,from,women,dresses,for,at,delivery,on,range,our,free",11496.5,57,875,1160,"offers,john,partners,lewis,women,dresses,all",,https://www.johnlewis.com/browse/women/womens-dresses/karen-millen/all-offers/_/N-flwZ1z0nae8Z1yzvw1q,1903
"orders,john,partners,over,lewis,shop,from,women,dresses,for,at,delivery,on,range,our,free",2676.5,21,774,988,"offers,john,partners,lewis,women,dresses,all",,https://www.johnlewis.com/browse/women/womens-dresses/levis/all-offers/_/N-flwZ1z140cxZ1yzvw1q,1903
"orders,john,partners,over,lewis,shop,from,women,dresses,for,at,delivery,on,range,our,free",3770.17,40,778,1000,"offers,john,partners,lewis,women,dresses,all",,https://www.johnlewis.com/browse/women/womens-dresses/all-offers/strapless/_/N-flwZ1yzvw1qZ1z0ronx,1903
"orders,john,partners,over,lewis,shop,from,women,dresses,for,at,delivery,on,range,our,free",4330.33,49,824,1083,"offers,john,partners,lewis,women,dresses,all",,https://www.johnlewis.com/browse/women/womens-dresses/all-offers/roll-neck/_/N-flwZ1yzvw1qZ1z0royz,1903
"every,today,gorgeous,accessories,make,to,our,outfit,with,sure,finished,of,is,coloured,explore,range,and,perfection,women,jewellery,multi",8946.67,116,984,532,"coloured,womens,jewellery,multi",,https://www.marksandspencer.com/l/women/bags-and-accessories/jewellery/multi-coloured-n-1z13zr4,1903
"every,today,gorgeous,accessories,make,to,our,outfit,with,sure,finished,of,is,explore,sets,range,and,perfection,women,jewellery",4215.97,57,908,299,"sets,jewellery,womens",,https://www.marksandspencer.com/l/women/bags-and-accessories/jewellery/jewellery-sets-n-1z13szs,1903
"marks,necklace,spencer,from,and,circle,buy,range,bar,the",4167.6,3,818,252,"bar,necklace,collection,circle",website,https://www.marksandspencer.com/circle-bar-necklace/p/p60215132?image=SD_01_T06_3504F_XX_X_EC_90&prevPage=plp&color=SILVER&intid=plpnav_swatch,1903
"marks,spencer,earrings,stud,from,buy,range,and,flower,the",4302,1,818,272,"earrings,flower,stud,collection",website,https://www.marksandspencer.com/flower-stud-earrings/p/p60214293?image=SD_01_T06_8985_Z4_X_EC_90&color=WHITEMIX&prevPage=plp,1903
"marks,spencer,earrings,from,drop,circle,buy,range,and,the",3862.6,3,818,230,"drop,collection,circle,earrings",website,https://www.marksandspencer.com/circle-drop-earrings/p/p60215124?image=SD_01_T06_1509F_S0_X_EC_90&color=GOLD&prevPage=plp,1903
"marks,spencer,mixed,earrings,stud,from,buy,range,and,set,the",4416,1,818,256,"mixed,earrings,collection,stud,set",website,https://www.marksandspencer.com/mixed-stud-earrings-set/p/p60160582?image=SD_01_T06_1023Z_TC_X_EC_90&color=ROSEMIX&prevPage=plp,1903
"marks,spencer,earrings,stud,pack,from,resin,buy,range,and,the,multi",4320,1,812,272,"earrings,collection,stud,pack,resin,multi",website,https://www.marksandspencer.com/resin-multi-pack-stud-earrings/p/p60218414?image=SD_01_T06_1974D_ZZ_X_EC_90&color=MULTI&prevPage=plp,1903
"marks,box,spencer,large,from,rectangular,jewellery,buy,range,and,the",4389,4,818,254,"box,large,collection,rectangular,jewellery",website,https://www.marksandspencer.com/rectangular-faux-leather-large-jewellery-box/p/p22173628?prevPage=plp&color=GREYMIX&intid=plpnav_swatch,1903
"every,today,gorgeous,accessories,make,to,our,outfit,with,sure,finished,of,is,explore,range,and,perfection,women,jewellery",15453.3,188,1045,878,"jewellery,womens",,https://www.marksandspencer.com/l/women/bags-and-accessories/jewellery?scroll=64&mockStoreIdentifier=marksandspencer&storeId=10151&storeIdentifier=marksandspencer&contentId=NP_SubCategory_5029277&pathId=&state=Live&pageChoice=3,1903
"of,find,today,department,online,jumpsuits,shop,from,at,wide,more,range,our,and,products,the,womens",15784.2,11,771,452,"jumpsuits,size,women",,https://www.debenhams.com/webapp/wcs/stores/servlet/Navigate?storeId=10701&langId=-1&catalogId=10001&lid=%2F%2Fproductsuniverse%2Fen_GB%2Fproduct_online%3DY%2Finsearch%3D1%2Fcategories%3C%7Bproductsuniverse_18661%7D%2Fcategories%3C%7Bproductsuniverse_18661_146123%7D%2Fcategories%3C%7Bproductsuniverse_18661_146123_3074457345617003769%7D%2Fwomens_size%3E%7B18%7D,1903
"of,find,today,department,online,jumpsuits,shop,from,at,wide,more,range,our,and,products,white,the,womens",3254.67,12,655,203,"white,jumpsuits,women",,https://www.debenhams.com/women/playsuits-jumpsuits/jumpsuits/white,1903
"of,find,today,department,online,jumpsuits,shop,from,at,wide,under,range,more,and,products,our,the,womens",2131.85,3,612,116,"jumpsuits,under,women",,https://www.debenhams.com/webapp/wcs/stores/servlet/Navigate?storeId=10701&langId=-1&catalogId=10001&lid=//productsuniverse/en_GB/product_online%3DY/insearch%3D1/categories%3C%7Bproductsuniverse_18661%7D/categories%3C%7Bproductsuniverse_18661_146123%7D/categories%3C%7Bproductsuniverse_18661_146123_3074457345617003769%7D/price%3C10.0,1903
"leaf,tie,waist,jersey,jumpsuit,detail,with,strappy,and,print,tropical,blue",3175.3,13,609,105,"perkins,dorothy,curve,jumpsuit,print,tropical,blue",,https://www.debenhams.com/webapp/wcs/stores/servlet/prod_10701_10001_33678+03235213_-1,1903
"options,shop,fluid,including,cs,now,foundation,with,next,fix,mac,at,unlimited,free,ts,order,payment,studio,multiple,spf,and,day,apply,delivery",1006,17,474,66,"mac,fluid,studio,spf,foundation,fix",product,https://www.asos.com/mac/mac-studio-fix-fluid-spf-15-foundation/prd/9735212?clr=nw57&colourWayId=15065606&SearchQuery=&cid=1314,1903
"options,return,sticker,shop,cs,with,this,at,glitter,rainbow,haves,season,ts,must,multiple,and,apply,chest,shrine,delivery",1006,17,472,65,"rainbow,chest,sticker,shrine,glitter",product,https://www.asos.com/the-gypsy-shrine/shrine-rainbow-glitter-chest-sticker/prd/12818261?clr=black&colourWayId=16430986&SearchQuery=&cid=1314,1903
"today,department,shop,wide,our,the,shirts,xxxl,at,of,from,range,and,more,find,mens,online,formal,products",2097.85,7,658,211,"shirts,xxxl,formal,size,men",,https://www.debenhams.com/webapp/wcs/stores/servlet/Navigate?storeId=10701&langId=-1&catalogId=10001&lid=%2F%2Fproductsuniverse%2Fen_GB%2Fproduct_online%3DY%2Finsearch%3D1%2Fcategories%3C%7Bproductsuniverse_18664%7D%2Fcategories%3C%7Bproductsuniverse_18664_18528%7D%2Fcategories%3C%7Bproductsuniverse_18664_18528_128764%7D%2Fsize_description%3E%7Bxxxl%7D,1903
"today,department,shop,wide,neck,our,the,shirts,at,of,sleeve,from,range,and,more,find,mens,online,formal,products",2997.58,13,674,263,"shirts,formal,size,sleeve,neck,men",,https://www.debenhams.com/webapp/wcs/stores/servlet/Navigate?storeId=10701&langId=-1&catalogId=10001&lid=%2F%2Fproductsuniverse%2Fen_GB%2Fproduct_online%3DY%2Finsearch%3D1%2Fcategories%3C%7Bproductsuniverse_18664%7D%2Fcategories%3C%7Bproductsuniverse_18664_18528%7D%2Fcategories%3C%7Bproductsuniverse_18664_18528_128764%7D%2Fsize_description%3E%7B1620neck2f3520sleeve%7D,1903
"of,find,shirts,mens,department,online,today,formal,shop,from,at,wide,more,range,our,and,products,the",1554.85,3,645,186,"shirts,formal,size,men",,https://www.debenhams.com/webapp/wcs/stores/servlet/Navigate?storeId=10701&langId=-1&catalogId=10001&lid=%2F%2Fproductsuniverse%2Fen_GB%2Fproduct_online%3DY%2Finsearch%3D1%2Fcategories%3C%7Bproductsuniverse_18664%7D%2Fcategories%3C%7Bproductsuniverse_18664_18528%7D%2Fcategories%3C%7Bproductsuniverse_18664_18528_128764%7D%2Fsize_description%3E%7B1xl%7D,1903
"achieve,gb,to,battery,tech,with,fast,the,ram,quad,en,processor,latest,intel,display,up,hours,windows,core,life,hd,storage,ssd,computing",3392.13,63,1106,654,"platinum,core,gb,intel,delivery,laptop,at,microsoft,buy,ssd,surface,free",product,https://www.currys.co.uk/gbuk/computing/laptops/laptops/microsoft-surface-laptop-2-13-5-intel-core-i5-128-gb-ssd-platinum-10186255-pdt.html,1903
"achieve,gb,to,battery,tech,with,fast,the,nvidia,ram,graphics,quad,en,geforce,processor,latest,intel,display,up,hours,windows,core,life,hd,storage,ssd,computing,gtx,pro",3724.43,92,1144,662,"book,core,gb,intel,delivery,silver,at,microsoft,buy,ssd,surface,free",product,https://www.currys.co.uk/gbuk/computing/laptops/laptops/microsoft-surface-book-2-13-5-intel-core-i7-512-gb-ssd-silver-10173019-pdt.html,1903
"gb,en",1816.92,6,1004,56,"uk,largest,retailer,electrical,the",,https://www.currys.co.uk/gbuk/tkh-trade-in-1538-commercial.html?ntid=B~d~Support,1903
"orders,john,partners,over,lewis,shop,from,at,delivery,for,cardigans,on,jumpers,range,our,men,free",3103,41,765,963,"john,partners,lewis,cardigans,jumpers,barbour,men",,https://www.johnlewis.com/browse/men/mens-jumpers-cardigans/barbour/_/N-eabZ1z13zxs,1903
"orders,john,partners,over,lewis,shop,from,at,delivery,for,cardigans,on,jumpers,range,our,men,free",2384.5,20,709,858,"men,deux,john,partners,lewis,cardigans,jumpers,les",,https://www.johnlewis.com/browse/men/mens-jumpers-cardigans/les-deux/_/N-eabZ1yztdgo,1903
"orders,john,partners,over,lewis,shop,from,at,delivery,for,cardigans,on,jumpers,range,our,men,free",11824.5,116,923,1212,"john,partners,lewis,collect,cardigans,jumpers,men",,https://www.johnlewis.com/browse/men/mens-jumpers-cardigans/collect+/_/N-eabZ1z0lb7g,1903
"crew,john,jumpers,our,orders,partners,cashmere,at,cardigans,on,free,over,raglan,from,range,navy,men,cotton,lewis,delivery,textured,jumper,buy",4562,50,708,861,"crew,cotton,partners,john,raglan,lewis,cashmere,at,textured,jumper,navy",product,https://www.johnlewis.com/john-lewis-partners-cotton-cashmere-textured-raglan-crew-jumper/navy/p4045112,1903
"john,jumpers,our,orange,yak,orders,partners,at,cardigans,on,stitch,free,over,from,range,men,co,lewis,delivery,jumper,buy,merino",4503.18,51,725,857,"orange,yak,john,partners,lewis,at,jumper,stitch,merino,co",product,https://www.johnlewis.com/john-lewis-co-merino-yak-stitch-jumper/navy/p3699209,1903
"clothes,today,department,accessories,shop,to,door,your,the,uniform,bedding,kids,at,you,of,years,from,range,and,find,online,school,for,ll,delivered,products,widest",11088.7,14,755,427,"uniform,school,years,kids,age",,https://www.debenhams.com/webapp/wcs/stores/servlet/Navigate?storeId=10701&langId=-1&catalogId=10001&lid=%2F%2Fproductsuniverse%2Fen_GB%2Fproduct_online%3DY%2Finsearch%3D1%2Fcategories%3C%7Bproductsuniverse_18662%7D%2Fcategories%3C%7Bproductsuniverse_18662_18395%7D%2Fkids_size%3E%7B1520years%7D,1903
"clothes,today,department,accessories,shop,to,door,converse,your,the,uniform,bedding,kids,at,you,of,from,range,and,find,online,school,for,ll,delivered,products,widest",1557.42,5,618,130,"converse,uniform,school,kids",,https://www.debenhams.com/kids/school-uniform/converse,1903
,1006,0,0,1,,,https://www.debenhams.com/kids/school-uniform/skechers,1920
"clothes,today,department,accessories,shop,to,green,door,your,the,uniform,bedding,kids,at,you,of,from,range,and,find,online,school,for,ll,delivered,products,widest",2978.08,14,663,221,"green,school,uniform,kids",,https://www.debenhams.com/kids/school-uniform/green,1903
"clothes,today,department,red,accessories,shop,to,door,your,the,uniform,bedding,kids,at,you,of,from,range,and,find,online,school,for,ll,delivered,products,widest",3932.72,15,680,250,"school,uniform,red,kids",,https://www.debenhams.com/kids/school-uniform/red,1903
"smart,term,repel,are,to,dresses,our,with,the,fastening,perfect,zip,water,fitted,complete,back,teflon,is,skirt,from,stains,range,and,black,these,design,sleeveless,school,ecolite,technology,pleated,for,designed,pinafore,new",3859.03,10,615,141,"pack,dresses,pinafore,black,girls",,https://www.debenhams.com/webapp/wcs/stores/servlet/prod_10701_10001_237020912160_-1,1903
"smart,finish,fit,flat,repels,are,tailoring,to,skinny,in,our,trousers,with,stylish,they,an,water,fitted,durable,back,two,teflon,from,that,feature,stains,range,and,black,waistband,these,oil,front,school,designed,pockets,adjustable",4295.23,12,658,178,"fit,pack,skinny,trousers,black,girls",,https://www.debenhams.com/webapp/wcs/stores/servlet/prod_10701_10001_237020911960_-1,1903
"knitted,ribbed,button,soft,to,cardigan,neck,cable,our,this,it,hem,knit,featuring,back,super,is,fastenings,from,pure,has,range,and,classic,cotton,school,cuffs",4253.23,12,656,175,"cotton,pure,cardigan,cable,navy,knit,girls",,https://www.debenhams.com/webapp/wcs/stores/servlet/prod_10701_10001_237020915043_-1,1903
"nike,orders,eligible,vi,shop,delivery,returns,park,shirt,on,and,men,free,all",7861.2,77,343,473,"clothing,nike,vi,uk,park,shirt,men,co",,https://www.amazon.co.uk/Nike-Mens-Park-VI-T-Shirt/dp/B01KORI78A?pf_rd_p=6edfd081-8d16-5a66-8d8f-963682846e9b&pf_rd_r=M9PC5WCHZXB07TFC2XM7&pd_rd_wg=snbFo&ref_=pd_gw_ri&pd_rd_w=9Br6x&pd_rd_r=68d8f6a2-1069-4873-99ca-0e0c3e7a35d6#sp_detail_feedbackForm,1903
